Loinc Long Common Name	Score	Candidate HPO Class URI	Candidate HPO Class Label	Candidate HPO Class Definition
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	78	http://purl.obolibrary.org/obo/HP_0012467	Acute respiratory acidosis	Sudden onset of impairment in ventilation such that the removal of carbon dioxide by the respiratory system is less than the production of carbon dioxide in the tissues, leading to an elevation of the partial pressure of carbon dioxide (PaCO2) above the normal limits (more than 45 mm Hg) with an accompanying acidemia (pH less than 7.35).
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	78	http://purl.obolibrary.org/obo/HP_0002791	Hypoventilation	A reduction in the amount of air transported into the pulmonary alveoli by breathing, leading to hypercapnia (increase in the partial pressure of carbon dioxide).
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	78	http://purl.obolibrary.org/obo/HP_0002883	Hyperventilation	Hyperventilation refers to an increased pulmonary ventilation rate that is faster than necessary for the exchange of gases. Hyperventilation can result from increased frequency of breathing, an increased tidal volume, or both, and leads to an excess intake of oxygen and the blowing off of carbon dioxide.
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0045011	Decreased urine bicarbonate concentration	
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0030361	Abnormality of eicosanoid metabolism	An anomaly of the metabolism of an icosanoid (also know as eicosanoids). These are signaling molecules derived from oxidation of 20-carbon fatty acids. Most are produced from arachidonic acid, a 20-carbon polyunsaturated fatty acid (5,8,11,14-eicosatetraenoic acid).
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0003646	Bicarbonaturia	Abnormally increased concentration of hydrogencarbonate in the urine.
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0031033	Impaired urinary acidification	The kidney contributes towards acid-base homeostasis by excreting H+ ions and retaining bicarbonate. This process is known as acidification of the urine. The pH of urine ranges normally from 4.5 to 8. The inability to reduce the pH of the urine in a situation where it would be otherwise expected is known as an acidification defect.
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0025157	Increased urinary sedoheptulose@en	An increased concentration of sedoheptulose inthe urine. Sedoheptulose is a monosaccharide with seven carbon atoms and a ketone functional group.
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0001994	Renal Fanconi syndrome	An inability of the tubules in the kidney to reabsorb small molecules, causing increased urinary loss of electrolytes (sodium, potassium, bicarbonate), minerals, glucose, amino acids, and water.
"Carbon dioxide, total [Moles/volume] in Serum or Plasma"	71	http://purl.obolibrary.org/obo/HP_0011279	Abnormality of urine bicarbonate concentration	An abnormality of the concentration of hydrogencarbonate in the urine.
Platelet mean volume [Entitic volume] in Blood by Automated count	100	http://purl.obolibrary.org/obo/HP_0011873	Abnormal platelet count	Abnormal number of platelets per volume of blood. In a healthy adult, a normal platelet count is between 150,000 and 450,000 per microliter of blood.
Platelet mean volume [Entitic volume] in Blood by Automated count	80	http://purl.obolibrary.org/obo/HP_0005537	Decreased mean platelet volume	Average platelet volume below the lower limit of the normal reference interval.
Platelet mean volume [Entitic volume] in Blood by Automated count	80	http://purl.obolibrary.org/obo/HP_0011877	Increased mean platelet volume	Average platelet volume above the upper limit of the normal reference interval.
Platelet mean volume [Entitic volume] in Blood by Automated count	80	http://purl.obolibrary.org/obo/HP_0011876	Abnormal platelet volume	Anomalous size of platelets. Most normal sized platelets are 1.5 to 3 micrometers in diameter. Large platelets are 4 to 7 micrometers. Giant platelets are larger than 7 micrometers and usually 10 to 20 micrometers.
Erythrocyte mean corpuscular hemoglobin [Entitic mass] by Automated count	80	http://purl.obolibrary.org/obo/HP_0001972	Macrocytic anemia	A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH).
Erythrocyte mean corpuscular hemoglobin [Entitic mass] by Automated count	70	http://purl.obolibrary.org/obo/HP_0025065	Abnormal erythrocyte volume@en	A deviation from normal of the mean corpuscular volume, or mean cell volume (MCV) of red blood cells, usually taken to be 80 to 100 femtoliters.
Erythrocyte mean corpuscular hemoglobin [Entitic mass] by Automated count	70	http://purl.obolibrary.org/obo/HP_0005518	Increased mean corpuscular volume	Larger than normal size of erythrocytes.
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume] by Automated count	71	http://purl.obolibrary.org/obo/HP_0001972	Macrocytic anemia	A type of anemia characterized by increased size of erythrocytes with increased mean corpuscular volume (MCV) and increased mean corpuscular hemoglobin (MCH).
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume] by Automated count	64	http://purl.obolibrary.org/obo/HP_0025065	Abnormal erythrocyte volume@en	A deviation from normal of the mean corpuscular volume, or mean cell volume (MCV) of red blood cells, usually taken to be 80 to 100 femtoliters.
Erythrocyte mean corpuscular hemoglobin concentration [Mass/volume] by Automated count	64	http://purl.obolibrary.org/obo/HP_0005518	Increased mean corpuscular volume	Larger than normal size of erythrocytes.
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma	100	http://purl.obolibrary.org/obo/HP_0001919	Acute kidney injury	Sudden loss of renal function, as manifested by decreased urine production, and a rise in serum creatinine or blood urea nitrogen concentration (azotemia).
Urea nitrogen/Creatinine [Mass Ratio] in Serum or Plasma	90	http://purl.obolibrary.org/obo/HP_0003138	Increased blood urea nitrogen	An increased amount of nitrogen in the form of urea in the blood.
Hematocrit [Volume Fraction] of Blood by Automated count	100	http://purl.obolibrary.org/obo/HP_0001899	Increased hematocrit	An increase in the volume of packed erythrocytes in a blood specimen.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	82	http://purl.obolibrary.org/obo/HP_0012212	Abnormal glomerular filtration rate	An anomaly in the volume of water filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	82	http://purl.obolibrary.org/obo/HP_0003774	Stage 5 chronic kidney disease	A degree of kidney failure severe enough to require dialysis or kidney transplantation for survival characterized by a severe reduction in glomerular filtration rate (less than 15 ml/min/1.73 m2) and other manifestations including increased serum creatinine.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	82	http://purl.obolibrary.org/obo/HP_0012214	Increased glomerular filtration rate	An abnormal rise in the volume of water filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	82	http://purl.obolibrary.org/obo/HP_0012213	Decreased glomerular filtration rate	An abnormal reduction in the volume of water filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	74	http://purl.obolibrary.org/obo/HP_0025006	Abnormal glomerular capillary morphology@en	A structural anomaly of the capillary blood vessels inthe renal glomerulus.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	62	http://purl.obolibrary.org/obo/HP_0012623	Stage 1 chronic kidney disease	A type of chronic kidney disease with normal or increased glomerular filtration rate (GFR at least 90 mL/min/1.73 m2).
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	62	http://purl.obolibrary.org/obo/HP_0012625	Stage 3 chronic kidney disease	A type of chronic kidney disease with moderately reduced glomerular filtration rate (GFR 30-59 mL/min/1.73 m2).
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	62	http://purl.obolibrary.org/obo/HP_0012624	Stage 2 chronic kidney disease	A type of chronic kidney disease with mildly reduced glomerular filtration rate (GFR 60-89 mL/min/1.73 m2).
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	62	http://purl.obolibrary.org/obo/HP_0012626	Stage 4 chronic kidney disease	A type of chronic kidney disease with severely reduced glomerular filtration rate (GFR 15-29 mL/min/1.73 m2).
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	54	http://purl.obolibrary.org/obo/HP_0031265	Abnormal podocyte morphology	Any structural anomaly of the podocyte, which is a highly specialized cell of the Bowman capsule and which forms multiple interdigitating foot processes. Podocytes are interconnected by slit diaphragms and cover the exterior basement membrane surface of the glomerular capillary.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	54	http://purl.obolibrary.org/obo/HP_0025363	Endocapillary hypercellularity@en	Hypercellularity due to increased number of cells within glomerular capillary lumina, causing narrowing of the lumina.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	54	http://purl.obolibrary.org/obo/HP_0025364	Extracapillary hypercellularity@en	Hypercellularity (increased number of cells) in the renal glomerulus but external to the glomerular capillaries, i.e., in the Bowman space or more than one layer of parietal or visceral epithelial cells.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	54	http://purl.obolibrary.org/obo/HP_0000111	Renal juxtaglomerular cell hypertrophy/hyperplasia	Increased number and size of the juxtaglomerular cells.
Glomerular filtration rate/1.73 sq M predicted among blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	54	http://purl.obolibrary.org/obo/HP_0000100	Nephrotic syndrome	Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.
Glomerular filtration rate/1.73 sq M predicted among non-blacks [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD)	79	http://purl.obolibrary.org/obo/HP_0012212	Abnormal glomerular filtration rate	An anomaly in the volume of water filtered out of plasma through glomerular capillary walls into Bowman's capsules per unit of time.
